title,link,sentiment
"""월세 무료"" 1층 상가 내놓은 임대인 논란",https:///n.news.naver.com/article/214/0001407981?ntype=RANKING,중립
"김건희 ""조선일보 폐간해야, 못된 놈들""‥야당 ""특검으로 밝혀야""",https:///n.news.naver.com/article/214/0001407914?ntype=RANKING,중립
"한동훈 ""尹, 묻지도 않은 방첩사 얘기부터 꺼내더라""‥12·3 계엄 진실?",https:///n.news.naver.com/article/214/0001407917?ntype=RANKING,중립
2심 마무리‥3월 선고해도 대선 출마 가능할 듯,https:///n.news.naver.com/article/214/0001407969?ntype=RANKING,중립
진술·증거 차고 넘쳐도‥'나 홀로 거짓말' 고수,https:///n.news.naver.com/article/214/0001407976?ntype=RANKING,중립
술담배 좋아하시죠? ‘이것’ 안 챙기면 암 걸립니다,https:///n.news.naver.com/article/005/0001759923?ntype=RANKING,중립
“하늘이 도왔다” 교량 붕괴 30ｍ 추락한 생존자…어떻게,https:///n.news.naver.com/article/005/0001759849?ntype=RANKING,중립
전 국민 다단계화하는 토스의 ‘꽃돼지 저금통’ 이벤트,https:///n.news.naver.com/article/005/0001759897?ntype=RANKING,중립
‘나이롱 환자’에 합의금 안 준다… 차 보험료 3% 인하 효과,https:///n.news.naver.com/article/005/0001759920?ntype=RANKING,중립
“주님이 부르신 대로 봉사” 기도로 시작한 트럼프 2기 첫 각의,https:///n.news.naver.com/article/005/0001759989?ntype=RANKING,중립
세종호텔 앞 도로 10m 위에 요리사가 삽니다,https:///n.news.naver.com/article/036/0000051230?ntype=RANKING,중립
88살의 졸업 “절대로 포기하지 마시오”,https:///n.news.naver.com/article/036/0000051236?ntype=RANKING,중립
음모론의 뿌리를 찾아서,https:///n.news.naver.com/article/036/0000051238?ntype=RANKING,중립
인간의 한계가 AI의 한계다,https:///n.news.naver.com/article/036/0000051237?ntype=RANKING,중립
‘빌런’이 점령한 한국 사회,https:///n.news.naver.com/article/036/0000051235?ntype=RANKING,중립
"""중도보수"" 이재명 향한 비판 틀렸지만...뭔가 이상하다  [전강수의 경세제민]",https:///n.news.naver.com/article/047/0002463982?ntype=RANKING,중립
"박용진 ""지지층과 불화 내 책임,  민주당 왼쪽 담당 고민""",https:///n.news.naver.com/article/047/0002463981?ntype=RANKING,중립
"'조선 폐간' 김건희에 말문 막힌 박지원 ""어떻게 영부인이 저런 말을""",https:///n.news.naver.com/article/047/0002463977?ntype=RANKING,중립
"칸트 앞세운 윤석열 향해 뼈때린 철학자 ""사람을 도구로 삼으면서""",https:///n.news.naver.com/article/047/0002463980?ntype=RANKING,중립
예상 빗나간 현실에 '경악'... 트럼프가 1주일 동안 저지른 일 [소셜 코리아],https:///n.news.naver.com/article/047/0002463886?ntype=RANKING,중립
"""찌들어서 악취까지"" 충격 영상…방 뒤덮은 누런 때 정체",https:///n.news.naver.com/article/055/0001235519?ntype=RANKING,중립
"옷값 내고도 빈손 '황당'…""반품 부탁"" 3년 만에 돌아왔다",https:///n.news.naver.com/article/055/0001235531?ntype=RANKING,중립
"만점 받으려 최소 1초에 1개…""체대 가려다 허리 망친다""",https:///n.news.naver.com/article/055/0001235518?ntype=RANKING,중립
"출근길 버스 안까지 '콸콸'…수원서 뜬금 물난리, 무슨 일",https:///n.news.naver.com/article/055/0001235532?ntype=RANKING,중립
"제주서 훔치더니…중국인들 ""되찾고 싶으면 30억""",https:///n.news.naver.com/article/055/0001235425?ntype=RANKING,중립
"[돌비뉴스] ""저는 계몽됐다"" 김계리 급고백에…대통령은 볼테르급? 패러디 봇물",https:///n.news.naver.com/article/437/0000431506?ntype=RANKING,중립
"""왜 난 5년 못해"" 격노했다더니…파면 기로서 '임기 개헌' 카드",https:///n.news.naver.com/article/437/0000431482?ntype=RANKING,중립
호송차 아닌 '캐딜락' 이용 의혹…헌재 출석 특혜의전 논란,https:///n.news.naver.com/article/437/0000431502?ntype=RANKING,중립
"탄핵심판 '평의' 돌입, 매일 토론…헌재, 3월 중순 선고 전망",https:///n.news.naver.com/article/437/0000431524?ntype=RANKING,중립
이재명 '운명의 날' 나왔다…'조기 대선' 최대 변수로,https:///n.news.naver.com/article/437/0000431523?ntype=RANKING,중립
“버틸 수 있으면 버텨봐”…세상 등진 수입차 영업사원,https:///n.news.naver.com/article/056/0011900810?ntype=RANKING,중립
“천 원 더 받더라”…분식집 ‘상차림비’ 요구 논란 [잇슈 키워드],https:///n.news.naver.com/article/056/0011901041?ntype=RANKING,중립
"착륙 시도 여객기, 활주로 난입한 제트기에 놀라 재이륙 “참사 날 뻔” [잇슈 SNS]",https:///n.news.naver.com/article/056/0011901028?ntype=RANKING,중립
"검찰, 이재명 ‘공직선거법 2심’ 징역 2년 구형…다음달 26일 선고",https:///n.news.naver.com/article/056/0011901001?ntype=RANKING,중립
"“500만 달러 내면 영주권”…트럼프, 이제는 ‘영주권 장사’",https:///n.news.naver.com/article/056/0011900949?ntype=RANKING,중립
"[삶] ""중학생 아이, 아동보호시설 사무실서 온몸 성추행 당했어요""",https:///n.news.naver.com/article/001/0015236221?ntype=RANKING,중립
[팩트체크] 한국 대기업 신입 연봉은 세계 최고 수준이다?,https:///n.news.naver.com/article/001/0015236261?ntype=RANKING,중립
김태영 前국방장관 별세…퇴임 후 군인자녀 위한 한민고 설립,https:///n.news.naver.com/article/001/0015236151?ntype=RANKING,중립
헌재 '마은혁 임명보류' 권한쟁의 오늘 선고…尹탄핵 변수될까,https:///n.news.naver.com/article/001/0015236201?ntype=RANKING,중립
강원 고성 숙박시설서 10개월 남아 물에 빠져 숨져,https:///n.news.naver.com/article/001/0015236316?ntype=RANKING,중립
"""기안84 같은 사람이 한둘이냐""…초대박 터지더니 결국",https:///n.news.naver.com/article/015/0005099850?ntype=RANKING,중립
'한끼 1만9900원' 애슐리 열풍에…2조짜리 잭팟 터졌다,https:///n.news.naver.com/article/015/0005099847?ntype=RANKING,중립
"""30년 만에 처음 봐요"" 베테랑 농부도 충격…한국 '초비상'",https:///n.news.naver.com/article/015/0005099848?ntype=RANKING,중립
"'110억' 성수 아파트가 7개월 만에…'전지현, 싸게 잘 샀네' [집코노미-핫!부동산]",https:///n.news.naver.com/article/015/0005099851?ntype=RANKING,중립
"'밍크조끼·고야드도 이제 당근?'…김지혜, '제이미맘' 이수지 응원",https:///n.news.naver.com/article/015/0005099858?ntype=RANKING,중립
머스크 '업무 성과 보고' 불호령에… 네티즌 “전기톱 휘두르지 않기” 댓글 조롱,https:///n.news.naver.com/article/030/0003288124?ntype=RANKING,중립
“옆자리에 시신 앉은 채로 4시간 비행을…” 악몽이 된 해외여행,https:///n.news.naver.com/article/030/0003287836?ntype=RANKING,중립
"아이티아이 ""유리기판 '불량 TGV홀' 수리""...'레이저 포밍' 기술 개발",https:///n.news.naver.com/article/030/0003288125?ntype=RANKING,중립
3000만원대 전기차 경쟁 점화…보급형 모델 잇달아 출시,https:///n.news.naver.com/article/030/0003288042?ntype=RANKING,중립
전 세계가 감동한 '뇌성마비 보디빌더'의 사연 [숏폼],https:///n.news.naver.com/article/030/0003288112?ntype=RANKING,중립
"""활주로에 비행기 난입?""...시카고 공항서 충돌 가까스로 모면",https:///n.news.naver.com/article/052/0002158546?ntype=RANKING,중립
오늘 마은혁 불임명 권한쟁의 선고...'윤 탄핵' 변수 되나,https:///n.news.naver.com/article/052/0002158576?ntype=RANKING,중립
