title,link,sentiment
'주가 5만6000원→6000원' 이럴 줄은 몰랐다…개미들 '분통' [윤현주의 主食이 주식],https:///n.news.naver.com/article/015/0005106350?ntype=RANKING,중립
본처가 직장 찾아와 공개망신 당한 불륜녀…해고 당하더니,https:///n.news.naver.com/article/015/0005106347?ntype=RANKING,중립
"""더는 못 참겠다""…'쿠팡 회' 맛본 노량진수산시장 상인의 결심",https:///n.news.naver.com/article/015/0005106318?ntype=RANKING,중립
"""부자 역겹다"" 외치던 男…돈 많은 女 만나 결혼 후 생긴 일 [성수영의 그때 그 사람들]",https:///n.news.naver.com/article/015/0005106331?ntype=RANKING,중립
"""김수현 모델 유지하나요?"" 질문에…'프라다' 상담톡 답변 보니",https:///n.news.naver.com/article/015/0005106322?ntype=RANKING,중립
"시계태엽 한 번 더 감은 헌재‥""절차 문제 정리""",https:///n.news.naver.com/article/214/0001411344?ntype=RANKING,중립
현대제철 포항공장 20대 계약직 인턴 쇳물 용기로 추락해 사망,https:///n.news.naver.com/article/214/0001411298?ntype=RANKING,중립
그물망 매달렸다가‥풋살장 골대 쓰러지며 11살 초등생 사망,https:///n.news.naver.com/article/214/0001411299?ntype=RANKING,중립
"최상목 ""헌법 지키려 특검 거부""‥""위헌 일삼는 게 누구인데‥""",https:///n.news.naver.com/article/214/0001411307?ntype=RANKING,중립
"""탄핵 기각되면 단식농성할 것""‥""김상욱 징계하라"" 공개요청",https:///n.news.naver.com/article/214/0001411297?ntype=RANKING,중립
비행기 엔진에 화염…승객들 날개 위로 탈출,https:///n.news.naver.com/article/056/0011911474?ntype=RANKING,중립
대구 가구 공장 화재…갓길 정차 중 차에 치여 숨져,https:///n.news.naver.com/article/056/0011911664?ntype=RANKING,중립
미 정부 “올 1월초 한국 민감국가에 추가”…4월 15일 발효,https:///n.news.naver.com/article/056/0011911682?ntype=RANKING,중립
북한 핵보유국 인정? 트럼프 발언 일파만파 [뒷北뉴스],https:///n.news.naver.com/article/056/0011911678?ntype=RANKING,중립
관세 우려에 소비자 심리 급락…주가는 저가 매수로 반등,https:///n.news.naver.com/article/056/0011911654?ntype=RANKING,중립
"침대 위 담배꽁초와 콘돔, 피 묻은 속옷…이게 예술이라고? [나를 그린 화가들]",https:///n.news.naver.com/article/009/0005459126?ntype=RANKING,중립
"“개 한 마리 죽은 건데 유난”…이혼 결심한 아내, ‘펫로스 증후군’ 뭐길래",https:///n.news.naver.com/article/009/0005459129?ntype=RANKING,중립
"“월급 20% 삭감한다”...위기에 빠진 이 회사, 무더기 희망퇴직도 검토",https:///n.news.naver.com/article/009/0005459094?ntype=RANKING,중립
"“여보 어쩌지, 이사 어렵겠는데”...집값 심상치않은데 물량마저 없다",https:///n.news.naver.com/article/009/0005459099?ntype=RANKING,중립
"“오빠, 車 보니 잘 놀 줄 알겠네”…‘밀당의 고수’ 4천만원대 갓성비 독일차 [최기성의 허브車]",https:///n.news.naver.com/article/009/0005459135?ntype=RANKING,중립
"'감사'받던 공무원, 인사위 앞두고 모텔서 숨진 채 발견",https:///n.news.naver.com/article/660/0000081271?ntype=RANKING,중립
"정부, 尹 탄핵심판 선고일 '갑호비상' 발령",https:///n.news.naver.com/article/660/0000081322?ntype=RANKING,중립
"""아이 돌보기 힘들었다"" 3살 손녀 살해한 할머니, 선처 호소",https:///n.news.naver.com/article/660/0000081278?ntype=RANKING,중립
광양매화축제 개막 일주일간 22만 명 몰려..만개는 3월 말,https:///n.news.naver.com/article/660/0000081317?ntype=RANKING,중립
주말 전국 눈·비 소식..강원 최대 '30cm 폭설',https:///n.news.naver.com/article/660/0000081302?ntype=RANKING,중립
"계약금 4.4억원, 대만에 간 야구 치어리더  [休·味·樂(휴·미·락)]",https:///n.news.naver.com/article/469/0000853844?ntype=RANKING,중립
"""헌재 박살, 돌격"" 朴 선고 날 67명 사상... '헌재 사수' 위해 8년 전 복기한 경찰",https:///n.news.naver.com/article/469/0000853835?ntype=RANKING,중립
[영상] 울타리 껑충 뛰고 지붕 위 추격전…과밀 교도소가 낳은 53명 탈주극,https:///n.news.naver.com/article/469/0000853839?ntype=RANKING,중립
선고 임박 尹 탄핵심판... '보수 주심'과 '진보 재판장' 영향은,https:///n.news.naver.com/article/469/0000853845?ntype=RANKING,중립
“상거래채권 전액 상환” 고개 숙인 홈플러스… MBK 책임론은 선 긋기,https:///n.news.naver.com/article/469/0000853848?ntype=RANKING,중립
"""국민이 납득하겠나"" 비상계엄 반대했다는 정진석, 지금은 왜",https:///n.news.naver.com/article/437/0000433405?ntype=RANKING,중립
"[단독] 홍철호 정무수석 ""국무회의 맞다"" 진술했다가 '철회'",https:///n.news.naver.com/article/437/0000433404?ntype=RANKING,중립
"변호인과 엇박자 낸 전광훈교회 전도사…""화나서 들어갔다""",https:///n.news.naver.com/article/437/0000433406?ntype=RANKING,중립
"국힘 의원들, 둘러 모여 눈 감고 ""하나님께"" 기도를…",https:///n.news.naver.com/article/437/0000433401?ntype=RANKING,중립
"""1인 시위인데?""…진공상태 선포하자 '판치는' 꼼수집회",https:///n.news.naver.com/article/437/0000433398?ntype=RANKING,중립
교도소 호송 중 “화장실 좀”···졸음쉼터 서자 고속도로 가로질러 도주,https:///n.news.naver.com/article/032/0003356786?ntype=RANKING,중립
"패딩 안 넣은 ‘귀차니즘’을 칭찬해···주말 전국 눈·비, 다음주 ‘꽃샘추위’",https:///n.news.naver.com/article/032/0003356784?ntype=RANKING,중립
[단독]박정훈 대령 항고 사건 1년6개월 방치…해군에 늑장 이송한 국방부,https:///n.news.naver.com/article/032/0003356795?ntype=RANKING,중립
‘김건희 개인 소송’ 대신한 대통령실···대법 “운영 규정 공개해야”,https:///n.news.naver.com/article/032/0003356767?ntype=RANKING,중립
"한동훈, 영어로 이재명 때리며 ‘the’ 빼 문법 틀렸다? “일부러 뺐다”",https:///n.news.naver.com/article/032/0003356758?ntype=RANKING,중립
"""일부러 수정 안 해""…故휘성 영정 사진 속 '오른쪽 빛' 이유",https:///n.news.naver.com/article/025/0003426973?ntype=RANKING,중립
"""어이~박찬대"" 이랬다가 혼난 권성동…강성 민주당 뒤엔 이 남자",https:///n.news.naver.com/article/025/0003426979?ntype=RANKING,중립
'스벅' 이어 '배라'도 문닫았다…'호남의 명동' 충장로의 추락,https:///n.news.naver.com/article/025/0003426978?ntype=RANKING,중립
"헌재 8연속 기각에…""줄탄핵 개뻥""이라는 민주당의 정신승리[현장에서]",https:///n.news.naver.com/article/025/0003426976?ntype=RANKING,중립
'미친개' 아들에 질려버렸다…엄마가 죽고 5년뒤 생긴 일,https:///n.news.naver.com/article/025/0003426960?ntype=RANKING,중립
'마이다스의 손'인 줄 알았는데 '날벼락'…민낯 드러났다,https:///n.news.naver.com/article/018/0005962969?ntype=RANKING,중립
김새론 母 “새론이 거짓말 한 적 없어…악의적 유튜버 단죄 발판 마련되길”,https:///n.news.naver.com/article/018/0005962984?ntype=RANKING,중립
"""7000원이면 끼니 때웠는데..."" 서민음식의 배신",https:///n.news.naver.com/article/018/0005962892?ntype=RANKING,중립
"김성은, 한가인...연예인 자녀 사교육썰에 애타는 부모들",https:///n.news.naver.com/article/018/0005963001?ntype=RANKING,중립
“XX” 수업 중 교사가 윤 대통령 욕설 의혹…교육 당국 조사,https:///n.news.naver.com/article/018/0005962991?ntype=RANKING,중립
