title,link,sentiment
"주가 반토막에도 ""팔지 마라""…밤9시 전직원에 '신신당부' [백수전의 '테슬람이 간다']",https:///n.news.naver.com/article/015/0005112361?ntype=RANKING,중립
장원영이 챌린지 영상 올리자…오타쿠들 그야말로 '난리' [원종환의 ‘애니’웨이],https:///n.news.naver.com/article/015/0005112359?ntype=RANKING,중립
'이 회사명'만 들어가면 '불기둥'…역사적 신고가에 '돈복사' [윤현주의 主食이 주식],https:///n.news.naver.com/article/015/0005112358?ntype=RANKING,중립
"""해고된 직원이 가게 인스타그램 삭제했어요""…사장님 분통",https:///n.news.naver.com/article/015/0005112369?ntype=RANKING,중립
[속보] 안동 이어 의성도 산불 부분 재발화…헬기 6대 투입,https:///n.news.naver.com/article/015/0005112370?ntype=RANKING,중립
"[속보]산불 용의자 손놓고 있던 의성군, 논란 일자 뒤늦게 “경찰에 이첩”",https:///n.news.naver.com/article/032/0003359817?ntype=RANKING,중립
"검찰, 문재인 전 대통령 소환 통보···옛 사위 ‘특혜 채용’ 의혹",https:///n.news.naver.com/article/032/0003359825?ntype=RANKING,중립
[속보]안동지역 산불 재발화…중앙고속도로 남안동IC∼서안동IC 전면 차단,https:///n.news.naver.com/article/032/0003359833?ntype=RANKING,중립
[영상]방콕 7.4 강진에 30층 건물 붕괴···90명 실종·3명 사망,https:///n.news.naver.com/article/032/0003359794?ntype=RANKING,중립
[단독]탄핵 찬성 여성 폭행한 20대 남성 송치···“아픈 척·자해공갈” 조롱도,https:///n.news.naver.com/article/032/0003359812?ntype=RANKING,중립
"""삥뜯는 그림 그려줘""…'장안의 화제' 챗GPT 4컷 만화, 그려봤더니",https:///n.news.naver.com/article/008/0005172719?ntype=RANKING,중립
"""중학생 김새론엔 뜨겁더니 벌써 식은듯""…김수현 문자 또 나왔다",https:///n.news.naver.com/article/008/0005172727?ntype=RANKING,중립
"[TheTax] 집 살때 엄마가 준 2억원…""그냥 빌렸다고하면 안 되나요?""",https:///n.news.naver.com/article/008/0005172731?ntype=RANKING,중립
출근길 지하철 연쇄 폭발…폭탄 감은 여성들에 러시아 발칵[뉴스속오늘],https:///n.news.naver.com/article/008/0005172729?ntype=RANKING,중립
"호텔 흔들흔들, 수영장 물 파도 치며 콸콸…아비규환 방콕",https:///n.news.naver.com/article/008/0005172698?ntype=RANKING,중립
안동 이어 의성 신평면 산불 부분 재발화…헬기 6대 투입,https:///n.news.naver.com/article/082/0001318491?ntype=RANKING,중립
경북 안동서 밤새 산불 재발화…인근 중앙고속도로 구간 통제,https:///n.news.naver.com/article/082/0001318488?ntype=RANKING,중립
"태국 방콕서 공사중 30층 건물 붕괴 ""5명 사망·117명 매몰""…'미얀마 강진' 여파",https:///n.news.naver.com/article/082/0001318490?ntype=RANKING,중립
"野초선들 ""마은혁 임명안하면 국무위원 탄핵""…與 ""이정도면 위헌정당""",https:///n.news.naver.com/article/082/0001318486?ntype=RANKING,중립
"우원식, 한덕수 대행에 권한쟁의 심판 청구…“마 후보자 임명보류…국헌 문란상태”",https:///n.news.naver.com/article/082/0001318474?ntype=RANKING,중립
"검찰, '사위 특혜 채용 의혹' 관련 문재인 전 대통령 소환 통보",https:///n.news.naver.com/article/055/0001244397?ntype=RANKING,중립
"""이미 손쓸 도리 없는 사체 많아""…산불에 묶인 채 남겨진 동물들",https:///n.news.naver.com/article/055/0001244440?ntype=RANKING,중립
"안동서 산불 재발화…헬기 6대 투입, 진화 중",https:///n.news.naver.com/article/055/0001244443?ntype=RANKING,중립
"""저런 가게는 망해야""…청과물 가게 사장이 살인자가 된 이유는?",https:///n.news.naver.com/article/055/0001244444?ntype=RANKING,중립
미얀마 강진에 최소 144명 사망…태국선 100명 이상 매몰,https:///n.news.naver.com/article/055/0001244422?ntype=RANKING,중립
"횟집 수조서 주꾸미 꺼내 촉감놀이 해준 부모…""다 죽었다"" 사장 경악",https:///n.news.naver.com/article/421/0008160398?ntype=RANKING,중립
"""안고 자고파"" 김새론-김수현 카톡이 조작?…""토씨 하나 안 틀렸다""",https:///n.news.naver.com/article/421/0008160674?ntype=RANKING,중립
안동서 산불 재발화…중앙고속도 남안동IC~서안동IC 양방향 통제,https:///n.news.naver.com/article/421/0008160747?ntype=RANKING,중립
"의대가 뭐길래…""등록 연장은 특혜"" vs ""휴학 반려가 차별""",https:///n.news.naver.com/article/421/0008160727?ntype=RANKING,중립
"미얀마 강진으로 150여명 사망…트럼프 ""지원하겠다""(종합2보)",https:///n.news.naver.com/article/421/0008160710?ntype=RANKING,중립
"""귀찮게 밥을 왜 먹어요?""…50일 만에 무려 '200만봉' 팔린 식사대용 스낵",https:///n.news.naver.com/article/011/0004467453?ntype=RANKING,중립
매일 운동하던 건강한 20대 여성 사망…날마다 '이 음료' 3잔씩 마셔서?,https:///n.news.naver.com/article/011/0004467417?ntype=RANKING,중립
"""2개월 만에 24억 올랐네""…압구정 초고가 아파트 광풍[집슐랭]",https:///n.news.naver.com/article/011/0004467491?ntype=RANKING,중립
안동 이어 의성 신평 등 일부 지역도 부분 재발화…헬기 6대 투입,https:///n.news.naver.com/article/011/0004467496?ntype=RANKING,중립
"경북 안동서 밤새 산불 재발화…당국 ""헬기 투입해 진화 방침""",https:///n.news.naver.com/article/011/0004467492?ntype=RANKING,중립
